Framework,Framework ID,Supplier Name,Supplier Company House No,Member trusts NHS Org Code (ODS),Member trust name,Framework Organisation,MI Reporting Month,Invoice Date,ABI,MI Value (Ex VAT)
Transforming Organisations Partnerships,1234571,Attain,5118541,06T,North East Essex CCG,1234571-06T,2022_05,01/05/2022,0,59775
Transforming Organisations Partnerships,1234571,Attain,5118541,07H,West Essex CCG,1234571-07H,2022_05,31/05/2022,0,10890
Transforming Organisations Partnerships,1234571,Attain,5118541,07H,West Essex CCG,1234571-07H,2022_06,22/06/2022,0,1980
Transforming Organisations Partnerships,1234571,Attain,5118541,09A,Hywel Dda UHB,1234571-09A,2022_06,30/06/2022,0,42074.5
Transforming Organisations Partnerships,1234571,Attain,5118541,09W,NHS KENT AND MEDWAY ICB (QKS),1234571-09W,2022_07,31/07/2022,0,50380
Transforming Organisations Partnerships,1234571,Attain,5118541,09W,NHS KENT AND MEDWAY ICB (QKS),1234571-09W,2022_08,31/08/2022,0,21535
Transforming Organisations Partnerships,1234571,Attain,5118541,09W,NHS KENT AND MEDWAY ICB (QKS),1234571-09W,2022_11,01/11/2022,0,3880
Transforming Organisations Partnerships,1234571,Attain,5118541,09W,NHS KENT AND MEDWAY ICB (QKS),1234571-09W,2022_11,30/11/2022,0,11445
Transforming Organisations Partnerships,1234571,Attain,5118541,09W,NHS KENT AND MEDWAY ICB (QKS),1234571-09W,2022_12,30/12/2022,0,11860
Transforming Organisations Partnerships,1234571,Attain,5118541,09W,NHS KENT AND MEDWAY ICB (QKS),1234571-09W,2023_01,31/01/2023,0,18590
Transforming Organisations Partnerships,1234571,Attain,5118541,09W,NHS South Yorkshire Integrated Care Board,1234571-09W,2022_09,30/09/2022,0,19950
Transforming Organisations Partnerships,1234571,Attain,5118541,15D,East Berkshire CCG,1234571-15D,2022_04,30/04/2022,0,3400
Transforming Organisations Partnerships,1234571,Attain,5118541,15D,Hull CCG,1234571-15D,2022_04,30/04/2022,0,14320
Transforming Organisations Partnerships,1234571,Attain,5118541,15D,Hull CCG,1234571-15D,2022_06,15/06/2022,0,11635
Transforming Organisations Partnerships,1234571,Attain,5118541,15D,Hull CCG,1234571-15D,2022_07,31/07/2022,0,14320
Transforming Organisations Partnerships,1234571,Attain,5118541,15D,Kent & Medway NHS and Social Care Partnership Trust,1234571-15D,2022_09,30/09/2022,0,10000
Transforming Organisations Partnerships,1234571,Attain,5118541,15D,NHS FRIMLEY ICB (QNQ),1234571-15D,2022_08,31/08/2022,0,6800
Transforming Organisations Partnerships,1234571,Attain,5118541,15D,NHS FRIMLEY ICB (QNQ),1234571-15D,2022_09,30/09/2022,0,1700
Transforming Organisations Partnerships,1234571,Attain,5118541,15D,NHS FRIMLEY ICB (QNQ),1234571-15D,2022_11,01/11/2022,0,4250
Transforming Organisations Partnerships,1234571,Attain,5118541,15D,NHS FRIMLEY ICB (QNQ),1234571-15D,2022_11,30/11/2022,0,5950
Transforming Organisations Partnerships,1234571,Attain,5118541,15D,NHS FRIMLEY ICB (QNQ),1234571-15D,2023_01,31/01/2023,0,5750
Transforming Organisations Partnerships,1234571,Attain,5118541,15N,Devon CCG,1234571-15N,2022_04,30/04/2022,0,28975
Transforming Organisations Partnerships,1234571,Attain,5118541,15N,Devon CCG,1234571-15N,2022_05,31/05/2022,0,26375
Transforming Organisations Partnerships,1234571,Attain,5118541,15N,Devon CCG,1234571-15N,2022_06,30/06/2022,0,23125
Transforming Organisations Partnerships,1234571,Attain,5118541,15N,NHS Devon ICB,1234571-15N,2022_07,31/07/2022,0,23825
Transforming Organisations Partnerships,1234571,Attain,5118541,15N,NHS Devon ICB,1234571-15N,2022_08,31/08/2022,0,13125
Transforming Organisations Partnerships,1234571,Attain,5118541,15N,NHS Devon ICB,1234571-15N,2022_10,31/10/2022,0,16187.5
Transforming Organisations Partnerships,1234571,Attain,5118541,15N,NHS Devon ICB,1234571-15N,2022_11,30/11/2022,0,19250
Transforming Organisations Partnerships,1234571,Attain,5118541,15N,NHS Devon ICB,1234571-15N,2022_12,31/12/2022,0,12687.5
Transforming Organisations Partnerships,1234571,Attain,5118541,15N,NHS Devon ICB,1234571-15N,2023_01,31/01/2023,0,17500
Transforming Organisations Partnerships,1234571,Attain,5118541,15N,NHS Devon ICB,1234571-15N,2023_02,28/02/2023,0,12250
Transforming Organisations Partnerships,1234571,Attain,5118541,15N,NHS South Yorkshire Integrated Care Board,1234571-15N,2022_09,30/09/2022,0,9920
Transforming Organisations Partnerships,1234571,Attain,5118541,91Q,Kent & Medway CCG,1234571-91Q,2022_04,30/04/2022,0,10072.5
Transforming Organisations Partnerships,1234571,Attain,5118541,91Q,Kent & Medway NHS and Social Care Partnership Trust,1234571-91Q,2022_11,30/11/2022,0,-20150
Transforming Organisations Partnerships,1234571,Attain,5118541,91Q,Kent & Medway NHS and Social Care Partnership Trust,1234571-91Q,2022_11,01/11/2022,0,20150
Transforming Organisations Partnerships,1234571,Attain,5118541,91Q,NHS KENT AND MEDWAY ICB (QKS),1234571-91Q,2022_07,31/07/2022,0,2550
Transforming Organisations Partnerships,1234571,Attain,5118541,91Q,NHS KENT AND MEDWAY ICB (QKS),1234571-91Q,2022_08,31/08/2022,0,1700
Transforming Organisations Partnerships,1234571,Attain,5118541,91Q,NHS KENT AND MEDWAY ICB (QKS),1234571-91Q,2022_11,30/11/2022,0,30000
Transforming Organisations Partnerships,1234571,Attain,5118541,91Q,NHS KENT AND MEDWAY ICB (QKS),1234571-91Q,2023_01,31/01/2023,0,6750
Transforming Organisations Partnerships,1234571,Attain,5118541,91Q,NHS KENT AND MEDWAY ICB (QKS),1234571-91Q,2023_02,28/02/2023,0,17485
Transforming Organisations Partnerships,1234571,Attain,5118541,91Q,NHS South Yorkshire Integrated Care Board,1234571-91Q,2022_09,30/09/2022,0,15750
Transforming Organisations Partnerships,1234571,Attain,5118541,91Q,Suffolk County Council,1234571-91Q,2022_07,19/07/2022,0,33225
Transforming Organisations Partnerships,1234571,Attain,5118541,N68,Clatterbridge Cancer Centre NHS Foundation Trust,1234571-N68,2022_12,30/12/2022,0,12862.5
Transforming Organisations Partnerships,1234571,Attain,5118541,N68,Clatterbridge Cancer Centre NHS Foundation Trust,1234571-N68,2023_02,28/02/2023,0,9922.5
Transforming Organisations Partnerships,1234571,Attain,5118541,N68,Clatterbridge Cancer Centre NHS Foundation Trust,1234571-N68,2023_02,01/02/2023,0,10290
Transforming Organisations Partnerships,1234571,Attain,5118541,QH8,MSE ICS,1234571-QH8,2022_07,31/07/2022,0,4565
Transforming Organisations Partnerships,1234571,Attain,5118541,QH8,MSE ICS,1234571-QH8,2022_12,30/12/2022,0,3320
Transforming Organisations Partnerships,1234571,Attain,5118541,QH8,MSE ICS,1234571-QH8,2023_01,31/01/2023,0,7055
Transforming Organisations Partnerships,1234571,Attain,5118541,QJK,Kent & Medway NHS and Social Care Partnership Trust,1234571-QJK,2022_09,30/09/2022,0,6875
Transforming Organisations Partnerships,1234571,Attain,5118541,QJK,NHS Devon ICB,1234571-QJK,2022_07,31/07/2022,0,7312.5
Transforming Organisations Partnerships,1234571,Attain,5118541,QJK,NHS Devon ICB,1234571-QJK,2022_08,31/08/2022,0,12675
Transforming Organisations Partnerships,1234571,Attain,5118541,QJK,NHS Devon ICB,1234571-QJK,2022_10,31/10/2022,0,17062.5
Transforming Organisations Partnerships,1234571,Attain,5118541,QJK,NHS Devon ICB,1234571-QJK,2022_11,30/11/2022,0,10237.5
Transforming Organisations Partnerships,1234571,Attain,5118541,QJK,NHS Devon ICB,1234571-QJK,2022_12,31/12/2022,0,15600
Transforming Organisations Partnerships,1234571,Attain,5118541,QJK,NHS Devon ICB,1234571-QJK,2023_01,31/01/2023,0,16575
Transforming Organisations Partnerships,1234571,Attain,5118541,QJK,NHS Devon ICB,1234571-QJK,2023_02,28/02/2023,0,18037.5
Transforming Organisations Partnerships,1234571,Attain,5118541,RBS,South West London & St George's Mental Health NHS Trust,1234571-RBS,2022_04,21/04/2022,0,8287.5
Transforming Organisations Partnerships,1234571,Attain,5118541,RBS,Wirral University Teaching Hospital NHSFT,1234571-RBS,2022_07,19/07/2022,0,-44833
Transforming Organisations Partnerships,1234571,Attain,5118541,RDE,Suffolk County Council,1234571-RDE,2022_07,31/07/2022,0,16720
Transforming Organisations Partnerships,1234571,Attain,5118541,RDE,Suffolk County Council,1234571-RDE,2022_08,31/08/2022,0,38377.5
Transforming Organisations Partnerships,1234571,Attain,5118541,RDE,Suffolk County Council,1234571-RDE,2022_08,23/08/2022,0,130377.5
Transforming Organisations Partnerships,1234571,Attain,5118541,RDE,Suffolk County Council,1234571-RDE,2022_11,18/11/2022,0,31127.5
Transforming Organisations Partnerships,1234571,Attain,5118541,RDE,Suffolk County Council,1234571-RDE,2022_12,30/12/2022,0,8387.5
Transforming Organisations Partnerships,1234571,Attain,5118541,RDY,Dorset Healtchare University NHS FT,1234571-RDY,2022_04,01/04/2022,0,31750
Transforming Organisations Partnerships,1234571,Attain,5118541,REM,Liverpool University Hospital,1234571-REM,2022_06,31/01/2022,0,67200
Transforming Organisations Partnerships,1234571,Attain,5118541,REN,Betsi Cadwaldr University Health Board,1234571-REN,2022_09,30/09/2022,0,49250
Transforming Organisations Partnerships,1234571,Attain,5118541,REN,Clatterbridge Cancer Centre NHS Foundation Trust,1234571-REN,2022_05,31/05/2022,0,-11748.8
Transforming Organisations Partnerships,1234571,Attain,5118541,REN,Clatterbridge Cancer Centre NHS Foundation Trust,1234571-REN,2022_05,17/05/2022,0,53953.8
Transforming Organisations Partnerships,1234571,Attain,5118541,REN,Clatterbridge Cancer Centre NHS Foundation Trust,1234571-REN,2022_06,01/06/2022,0,23550
Transforming Organisations Partnerships,1234571,Attain,5118541,REN,Clatterbridge Cancer Centre NHS Foundation Trust,1234571-REN,2022_06,22/06/2022,0,44830
Transforming Organisations Partnerships,1234571,Attain,5118541,REN,Clatterbridge Cancer Centre NHS Foundation Trust,1234571-REN,2022_07,19/07/2022,0,37705
Transforming Organisations Partnerships,1234571,Attain,5118541,REN,Clatterbridge Cancer Centre NHS Foundation Trust,1234571-REN,2022_08,22/08/2022,0,37705
Transforming Organisations Partnerships,1234571,Attain,5118541,REN,Clatterbridge Cancer Centre NHS Foundation Trust,1234571-REN,2022_08,31/08/2022,0,37705
Transforming Organisations Partnerships,1234571,Attain,5118541,REN,Clatterbridge Cancer Centre NHS Foundation Trust,1234571-REN,2022_10,17/10/2022,0,48825
Transforming Organisations Partnerships,1234571,Attain,5118541,REN,Clatterbridge Cancer Centre NHS Foundation Trust,1234571-REN,2022_11,18/11/2022,0,26585
Transforming Organisations Partnerships,1234571,Attain,5118541,REN,Clatterbridge Cancer Centre NHS Foundation Trust,1234571-REN,2022_12,30/12/2022,0,48825
Transforming Organisations Partnerships,1234571,Attain,5118541,REN,Clatterbridge Cancer Centre NHS Foundation Trust,1234571-REN,2022_12,16/12/2022,0,71065
Transforming Organisations Partnerships,1234571,Attain,5118541,REN,Clatterbridge Cancer Centre NHS Foundation Trust,1234571-REN,2023_02,01/02/2023,0,48825
Transforming Organisations Partnerships,1234571,Attain,5118541,REN,Clatterbridge Cancer Centre NHS Foundation Trust,1234571-REN,2023_02,28/02/2023,0,105500
Transforming Organisations Partnerships,1234571,Attain,5118541,REN,NHS Devon ICB,1234571-REN,2022_09,30/09/2022,0,18375
Transforming Organisations Partnerships,1234571,Attain,5118541,REN,NHS South Yorkshire Integrated Care Board,1234571-REN,2022_09,26/09/2022,0,-58400
Transforming Organisations Partnerships,1234571,Attain,5118541,REN,NHS West Yorkshire ICB,1234571-REN,2022_09,30/09/2022,0,2375
Transforming Organisations Partnerships,1234571,Attain,5118541,REN,St Helens and Knowsley Teaching Hospitals NHS Trust,1234571-REN,2022_12,30/12/2022,0,102168
Transforming Organisations Partnerships,1234571,Attain,5118541,REN,St Helens and Knowsley Teaching Hospitals NHS Trust,1234571-REN,2023_02,01/02/2023,0,12771
Transforming Organisations Partnerships,1234571,Attain,5118541,REN,St Helens and Knowsley Teaching Hospitals NHS Trust,1234571-REN,2023_02,28/02/2023,0,12771
Transforming Organisations Partnerships,1234571,Attain,5118541,REN,Wirral University Teaching Hospital NHSFT,1234571-REN,2022_05,17/05/2022,0,21066
Transforming Organisations Partnerships,1234571,Attain,5118541,REN,Wirral University Teaching Hospital NHSFT,1234571-REN,2022_06,22/06/2022,0,12771
Transforming Organisations Partnerships,1234571,Attain,5118541,REN,Wirral University Teaching Hospital NHSFT,1234571-REN,2022_07,31/07/2022,0,12771
Transforming Organisations Partnerships,1234571,Attain,5118541,REN,Wirral University Teaching Hospital NHSFT,1234571-REN,2022_08,23/08/2022,0,12771
Transforming Organisations Partnerships,1234571,Attain,5118541,REN,Wirral University Teaching Hospital NHSFT,1234571-REN,2022_08,31/08/2022,0,12771
Transforming Organisations Partnerships,1234571,Attain,5118541,REN,Wirral University Teaching Hospital NHSFT,1234571-REN,2022_10,17/10/2022,0,12771
Transforming Organisations Partnerships,1234571,Attain,5118541,REN,Wirral University Teaching Hospital NHSFT,1234571-REN,2022_11,18/11/2022,0,12771
Transforming Organisations Partnerships,1234571,Attain,5118541,REN,Wirral University Teaching Hospital NHSFT,1234571-REN,2022_12,30/12/2022,0,-89397
Transforming Organisations Partnerships,1234571,Attain,5118541,REN,Wirral University Teaching Hospital NHSFT,1234571-REN,2022_12,16/12/2022,0,12771
Transforming Organisations Partnerships,1234571,Attain,5118541,RF4,Barking Havering & Redbridge UNHSFT,1234571-RF4,2022_06,30/06/2022,0,45325
Transforming Organisations Partnerships,1234571,Attain,5118541,RF4,Barking Havering & Redbridge UNHSFT,1234571-RF4,2022_11,30/11/2022,0,48250
Transforming Organisations Partnerships,1234571,Attain,5118541,RF4,Barking Havering & Redbridge UNHSFT,1234571-RF4,2023_01,31/01/2023,0,48250
Transforming Organisations Partnerships,1234571,Attain,5118541,RGR,West Suffolk Foundation Trust,1234571-RGR,2022_04,01/04/2022,0,34450
Transforming Organisations Partnerships,1234571,Attain,5118541,RGR,West Suffolk Foundation Trust,1234571-RGR,2022_07,31/07/2022,0,10250
Transforming Organisations Partnerships,1234571,Attain,5118541,RGR,West Suffolk Foundation Trust,1234571-RGR,2022_11,30/11/2022,0,8025
Transforming Organisations Partnerships,1234571,Attain,5118541,RGR,West Suffolk Foundation Trust,1234571-RGR,2022_12,30/12/2022,0,12350
Transforming Organisations Partnerships,1234571,Attain,5118541,RGR,West Suffolk Foundation Trust,1234571-RGR,2023_01,31/01/2023,0,4575
Transforming Organisations Partnerships,1234571,Attain,5118541,RGR,West Suffolk Foundation Trust,1234571-RGR,2023_02,28/02/2023,0,2675
Transforming Organisations Partnerships,1234571,Attain,5118541,RHQ,Mid Yorkshire Hospitals NHS Trust,1234571-RHQ,2022_11,30/11/2022,0,36451.67
Transforming Organisations Partnerships,1234571,Attain,5118541,RHQ,NHS Humber and North Yorkshire ICB,1234571-RHQ,2022_11,30/11/2022,0,36451.67
Transforming Organisations Partnerships,1234571,Attain,5118541,RHQ,Sheffield Teaching Hospitals Trust,1234571-RHQ,2022_11,30/11/2022,0,36451.67
Transforming Organisations Partnerships,1234571,Attain,5118541,RJE,Leeds Teaching Hospitals NHS Trust,1234571-RJE,2022_04,25/04/2022,0,15875
Transforming Organisations Partnerships,1234571,Attain,5118541,RJE,Leeds Teaching Hospitals NHS Trust,1234571-RJE,2022_07,06/07/2022,0,1650
Transforming Organisations Partnerships,1234571,Attain,5118541,RJE,University Hospital North Midlands,1234571-RJE,2022_06,19/01/2022,0,132000
Transforming Organisations Partnerships,1234571,Attain,5118541,RK9,University Hospitals Plymouth,1234571-RK9,2022_04,30/04/2022,0,7530
Transforming Organisations Partnerships,1234571,Attain,5118541,RK9,University Hospitals Plymouth,1234571-RK9,2022_05,31/05/2022,0,12580
Transforming Organisations Partnerships,1234571,Attain,5118541,RK9,University Hospitals Plymouth,1234571-RK9,2022_06,30/06/2022,0,9070
Transforming Organisations Partnerships,1234571,Attain,5118541,RK9,University Hospitals Plymouth,1234571-RK9,2022_11,30/11/2022,0,10440
Transforming Organisations Partnerships,1234571,Attain,5118541,RK9,University Hospitals Plymouth,1234571-RK9,2022_11,31/10/2022,0,16770
Transforming Organisations Partnerships,1234571,Attain,5118541,RK9,University Hospitals Plymouth,1234571-RK9,2022_12,31/12/2022,0,8130
Transforming Organisations Partnerships,1234571,Attain,5118541,RK9,University Hospitals Plymouth,1234571-RK9,2023_01,31/01/2023,0,4620
Transforming Organisations Partnerships,1234571,Attain,5118541,RK9,University Hospitals Plymouth,1234571-RK9,2023_02,28/02/2023,0,4087.5
Transforming Organisations Partnerships,1234571,Attain,5118541,RM3,Northern Care Alliance NHS Foundation Trust,1234571-RM3,2022_06,22/06/2022,0,31402.5
Transforming Organisations Partnerships,1234571,Attain,5118541,RM3,Northern Care Alliance NHS Foundation Trust,1234571-RM3,2022_07,31/07/2022,0,13117.5
Transforming Organisations Partnerships,1234571,Attain,5118541,RM3,Northern Care Alliance NHS Foundation Trust,1234571-RM3,2022_08,31/08/2022,0,10335
Transforming Organisations Partnerships,1234571,Attain,5118541,RM3,Northern Care Alliance NHS Foundation Trust,1234571-RM3,2022_08,23/08/2022,0,12322.5
Transforming Organisations Partnerships,1234571,Attain,5118541,RM3,Northern Care Alliance NHS Foundation Trust,1234571-RM3,2022_10,17/10/2022,0,13117.5
Transforming Organisations Partnerships,1234571,Attain,5118541,RM3,Northern Care Alliance NHS Foundation Trust,1234571-RM3,2022_11,18/11/2022,0,9142.5
Transforming Organisations Partnerships,1234571,Attain,5118541,RM3,Northern Care Alliance NHS Foundation Trust,1234571-RM3,2022_12,17/10/2022,0,15450
Transforming Organisations Partnerships,1234571,Attain,5118541,RM3,Northern Care Alliance NHS Foundation Trust,1234571-RM3,2022_12,12/12/2022,0,15450
Transforming Organisations Partnerships,1234571,Attain,5118541,RM3,Northern Care Alliance NHS Foundation Trust,1234571-RM3,2022_12,30/12/2022,0,15900
Transforming Organisations Partnerships,1234571,Attain,5118541,RM3,Northern Care Alliance NHS Foundation Trust,1234571-RM3,2022_12,22/11/2022,0,30900
Transforming Organisations Partnerships,1234571,Attain,5118541,RM3,Northern Care Alliance NHS Foundation Trust,1234571-RM3,2023_02,01/02/2023,0,16695
Transforming Organisations Partnerships,1234571,Attain,5118541,RM3,Northern Care Alliance NHS Foundation Trust,1234571-RM3,2023_02,28/02/2023,0,23797.5
Transforming Organisations Partnerships,1234571,Attain,5118541,RMY,Norfolk & Suffolk FT,1234571-RMY,2022_10,31/10/2022,0,44000
Transforming Organisations Partnerships,1234571,Attain,5118541,RMY,Norfolk & Suffolk FT,1234571-RMY,2023_01,31/01/2023,0,10000
Transforming Organisations Partnerships,1234571,Attain,5118541,RMY,Norfolk & Suffolk FT,1234571-RMY,2023_02,28/02/2023,0,10000
Transforming Organisations Partnerships,1234571,Attain,5118541,RQF,Velindre University Hospital NHST,1234571-RQF,2023_02,28/02/2023,0,307739.28
Transforming Organisations Partnerships,1234571,Attain,5118541,RR8,Leeds Teaching Hospitals NHS Trust,1234571-RR8,2022_04,30/04/2022,0,3300
Transforming Organisations Partnerships,1234571,Attain,5118541,RR8,Leeds Teaching Hospitals NHS Trust,1234571-RR8,2022_04,01/04/2022,0,23700
Transforming Organisations Partnerships,1234571,Attain,5118541,RR8,Leeds Teaching Hospitals NHS Trust,1234571-RR8,2022_06,15/06/2022,0,9075
Transforming Organisations Partnerships,1234571,Attain,5118541,RR8,Leeds Teaching Hospitals NHS Trust,1234571-RR8,2022_07,06/07/2022,0,-350
Transforming Organisations Partnerships,1234571,Attain,5118541,RR8,Leeds Teaching Hospitals NHS Trust,1234571-RR8,2022_07,19/07/2022,0,10725
Transforming Organisations Partnerships,1234571,Attain,5118541,RX3,Tees Esk and Wear,1234571-RX3,2022_05,01/05/2022,0,-38850
Transforming Organisations Partnerships,1234571,Attain,5118541,RXF,Leeds Teaching Hospitals NHS Trust,1234571-RXF,2022_05,31/05/2022,0,7300
Transforming Organisations Partnerships,1234571,Attain,5118541,RXF,Leeds Teaching Hospitals NHS Trust,1234571-RXF,2022_05,17/05/2022,0,8250
Transforming Organisations Partnerships,1234571,Attain,5118541,RXF,Leeds Teaching Hospitals NHS Trust,1234571-RXF,2022_06,30/06/2022,0,7300
Transforming Organisations Partnerships,1234571,Attain,5118541,RXF,Leeds Teaching Hospitals NHS Trust,1234571-RXF,2022_07,31/07/2022,0,2550
Transforming Organisations Partnerships,1234571,Attain,5118541,RXP,County Durham and Darlington NHS Foundation Trust,1234571-RXP,2022_05,01/05/2022,0,60000
Transforming Organisations Partnerships,1234571,Attain,5118541,RXY,Kent & Medway NHS and Social Care Partnership Trust,1234571-RXY,2022_04,21/04/2022,0,6650
Transforming Organisations Partnerships,1234571,Attain,5118541,RXY,Kent & Medway NHS and Social Care Partnership Trust,1234571-RXY,2022_06,30/06/2022,0,21480
Transforming Organisations Partnerships,1234571,Attain,5118541,RXY,Kent & Medway NHS and Social Care Partnership Trust,1234571-RXY,2022_07,31/07/2022,0,2550
Transforming Organisations Partnerships,1234571,Attain,5118541,RXY,Kent & Medway NHS and Social Care Partnership Trust,1234571-RXY,2022_07,19/07/2022,0,7750
Transforming Organisations Partnerships,1234571,Attain,5118541,RXY,Kent & Medway NHS and Social Care Partnership Trust,1234571-RXY,2022_08,31/08/2022,0,5000
Transforming Organisations Partnerships,1234571,Attain,5118541,RXY,Kent & Medway NHS and Social Care Partnership Trust,1234571-RXY,2022_11,30/09/2022,0,2550
Transforming Organisations Partnerships,1234571,Attain,5118541,RXY,Kent & Medway NHS and Social Care Partnership Trust,1234571-RXY,2022_11,01/11/2022,0,3500
Transforming Organisations Partnerships,1234571,Attain,5118541,RXY,Kent & Medway NHS and Social Care Partnership Trust,1234571-RXY,2022_11,30/11/2022,0,4250
Transforming Organisations Partnerships,1234571,Attain,5118541,RXY,Kent & Medway NHS and Social Care Partnership Trust,1234571-RXY,2022_12,31/12/2022,0,7125
Transforming Organisations Partnerships,1234571,Attain,5118541,RXY,Kent & Medway NHS and Social Care Partnership Trust,1234571-RXY,2023_01,31/01/2023,0,7025
Transforming Organisations Partnerships,1234571,Attain,5118541,RXY,NHS Devon ICB,1234571-RXY,2022_09,30/09/2022,0,39250
Transforming Organisations Partnerships,1234571,Attain,5118541,RY7,Wirral University Teaching Hospital NHSFT,1234571-RY7,2022_05,17/05/2022,0,34434
Transforming Organisations Partnerships,1234571,Attain,5118541,RY7,Wirral University Teaching Hospital NHSFT,1234571-RY7,2022_07,19/07/2022,0,123285.76
Transforming Organisations Partnerships,1234571,Attain,5118541,RY7,Wirral University Teaching Hospital NHSFT,1234571-RY7,2022_08,31/08/2022,0,61035.4
Transforming Organisations Partnerships,1234571,Attain,5118541,RY7,Wirral University Teaching Hospital NHSFT,1234571-RY7,2022_08,24/08/2022,0,169091.8
Transforming Organisations Partnerships,1234571,Attain,5118541,RY7,Wirral University Teaching Hospital NHSFT,1234571-RY7,2022_10,01/10/2022,0,73114.4
Transforming Organisations Partnerships,1234571,Attain,5118541,RY7,Wirral University Teaching Hospital NHSFT,1234571-RY7,2022_11,18/11/2022,0,65065.6
Transforming Organisations Partnerships,1234571,Attain,5118541,RY7,Wirral University Teaching Hospital NHSFT,1234571-RY7,2022_12,16/12/2022,0,63308.6
Transforming Organisations Partnerships,1234571,Attain,5118541,RY7,Wirral University Teaching Hospital NHSFT,1234571-RY7,2022_12,30/12/2022,0,73844.4
Transforming Organisations Partnerships,1234571,Attain,5118541,RY7,Wirral University Teaching Hospital NHSFT,1234571-RY7,2023_02,28/02/2023,0,83908.4
Transforming Organisations Partnerships,1234571,Attain,5118541,RY7,Wirral University Teaching Hospital NHSFT,1234571-RY7,2023_02,01/02/2023,0,85492.4
Transforming Organisations Partnerships,1234571,Attain,5118541,RYN,Dorset Healtchare University NHS FT,1234571-RYN,2022_07,06/07/2022,0,-5675
Transforming Organisations Partnerships,1234571,Attain,5118541,RYN,Hywel Jones,1234571-RYN,2022_04,01/04/2022,0,42073.44
Transforming Organisations Partnerships,1234571,Attain,5118541,RYN,Rotherham Doncaster and South Humber NHS Foundation Trust,1234571-RYN,2022_04,25/04/2022,0,2550
Transforming Organisations Partnerships,1234571,Attain,5118541,RYN,Rotherham Doncaster and South Humber NHS Foundation Trust,1234571-RYN,2022_07,25/04/2022,0,-2550
Transforming Organisations Partnerships,1234571,Attain,5118541,RYY,Kent Community Health NHS Foundation Trust,1234571-RYY,2022_04,26/04/2022,0,8100
Transforming Organisations Partnerships,1234571,Attain,5118541,RYY,Kent Community Health NHS Foundation Trust,1234571-RYY,2022_06,30/06/2022,0,2025
Transforming Organisations Partnerships,1234571,Attain,5118541,TAH,Sheffield Health & Social Care,1234571-TAH,2022_05,01/05/2022,0,26666.67
Transforming Organisations Partnerships,1234571,Attain,5118541,TRT5,Barking Havering & Redbridge UNHSFT,1234571-TRT5,2022_09,30/09/2022,0,45325
Transforming Organisations Partnerships,1234571,Attain,5118541,TRT5,Devon CCG,1234571-TRT5,2022_04,30/04/2022,0,27162.5
Transforming Organisations Partnerships,1234571,Attain,5118541,TRT5,Devon CCG,1234571-TRT5,2022_05,31/05/2022,0,31400
Transforming Organisations Partnerships,1234571,Attain,5118541,TRT5,Devon CCG,1234571-TRT5,2022_06,30/06/2022,0,28812.5
Transforming Organisations Partnerships,1234571,Attain,5118541,TRT5,NHS Devon ICB,1234571-TRT5,2022_07,19/07/2022,0,3412.5
Transforming Organisations Partnerships,1234571,Attain,5118541,TRT5,NHS Devon ICB,1234571-TRT5,2022_07,31/07/2022,0,14000
Transforming Organisations Partnerships,1234571,Attain,5118541,TRT5,NHS Devon ICB,1234571-TRT5,2022_08,23/08/2022,0,2437.5
Transforming Organisations Partnerships,1234571,Attain,5118541,TRT5,NHS Devon ICB,1234571-TRT5,2022_08,31/08/2022,0,13125
Transforming Organisations Partnerships,1234571,Attain,5118541,TRT5,NHS Devon ICB,1234571-TRT5,2022_09,30/09/2022,0,16575
Transforming Organisations Partnerships,1234571,Attain,5118541,TRT5,NHS Devon ICB,1234571-TRT5,2022_10,31/10/2022,0,16625
Transforming Organisations Partnerships,1234571,Attain,5118541,TRT5,NHS Devon ICB,1234571-TRT5,2022_11,30/11/2022,0,15750
Transforming Organisations Partnerships,1234571,Attain,5118541,TRT5,NHS Devon ICB,1234571-TRT5,2022_12,31/12/2022,0,10500
Transforming Organisations Partnerships,1234571,Attain,5118541,TRT5,NHS Devon ICB,1234571-TRT5,2023_01,31/01/2023,0,18375
Transforming Organisations Partnerships,1234571,Attain,5118541,TRT5,NHS Devon ICB,1234571-TRT5,2023_02,28/02/2023,0,14000
Transforming Organisations Partnerships,1234571,Attain,5118541,X24,Clatterbridge Cancer Centre NHS Foundation Trust,1234571-X24,2022_09,26/09/2022,0,23550
Transforming Organisations Partnerships,1234571,Attain,5118541,X24,NHS England,1234571-X24,2022_05,18/05/2022,0,53947.5
Transforming Organisations Partnerships,1234571,Attain,5118541,X24,NHS England,1234571-X24,2022_06,22/06/2022,0,25195
Transforming Organisations Partnerships,1234571,Attain,5118541,X24,NHS England,1234571-X24,2022_07,19/07/2022,0,13802.5
Transforming Organisations Partnerships,1234571,Attain,5118541,X24,NHS England,1234571-X24,2022_07,31/07/2022,0,19530
Transforming Organisations Partnerships,1234571,Attain,5118541,X24,NHS England,1234571-X24,2022_08,23/08/2022,0,17360
Transforming Organisations Partnerships,1234571,Attain,5118541,X24,NHS England,1234571-X24,2022_08,31/08/2022,0,22155
Transforming Organisations Partnerships,1234571,Attain,5118541,X24,NHS England,1234571-X24,2022_10,17/10/2022,0,26360
Transforming Organisations Partnerships,1234571,Attain,5118541,X24,NHS England,1234571-X24,2022_11,18/11/2022,0,22930
